日期,股票代码,股票名称,买入信号总分,触发信号,收盘价,K,D,J,DIF,DEA
2025-10-21,002909,集泰股份,5,MACD金叉，MACD柱体由绿转红,6.51,68.29,61.48,81.93,-0.068,-0.073
2025-10-21,300071,福石控股,5,MACD金叉，MACD柱体由绿转红,4.28,42.07,34.33,57.54,-0.186,-0.193
2025-10-21,300094,国联水产,5,MACD金叉，MACD柱体由绿转红,3.63,39.41,41.75,34.74,-0.058,-0.059
2025-10-21,000695,滨海能源,5,MACD金叉，MACD柱体由绿转红,11.12,49.14,45.91,55.6,-0.3,-0.313
2025-10-21,000702,正虹科技,5,MACD金叉，MACD柱体由绿转红,7.23,48.78,44.28,57.79,-0.149,-0.158
2025-10-21,000707,双环科技,5,MACD金叉，MACD柱体由绿转红,6.55,60.29,55.35,70.15,-0.038,-0.051
2025-10-21,000759,中百集团,5,MACD金叉，MACD柱体由绿转红,7.82,68.78,55.85,94.63,-0.104,-0.138
2025-10-21,300112,万讯自控,5,MACD金叉，MACD柱体由绿转红,8.8,63.66,56.4,78.17,-0.099,-0.108
2025-10-21,300154,瑞凌股份,5,MACD金叉，MACD柱体由绿转红,8.77,68.08,53.24,97.74,-0.157,-0.174
2025-10-21,300157,新锦动力,5,MACD金叉，MACD柱体由绿转红,4.93,55.7,42.31,82.46,-0.058,-0.071
2025-10-21,002093,国脉科技,5,MACD金叉，MACD柱体由绿转红,11.01,25.58,28.98,18.77,-0.243,-0.244
2025-10-21,002105,信隆健康,5,MACD金叉，MACD柱体由绿转红,6.76,70.87,57.65,97.29,-0.179,-0.187
2025-10-21,002120,韵达股份,5,MACD金叉，MACD柱体由绿转红,7.4,42.69,33.58,60.92,-0.155,-0.158
2025-10-21,002542,中化岩土,5,MACD金叉，MACD柱体由绿转红,4.05,77.44,61.62,109.06,-0.022,-0.048
2025-10-21,002557,洽洽食品,5,MACD金叉，MACD柱体由绿转红,21.16,42.33,37.58,51.83,-0.369,-0.372
2025-10-21,002127,南极电商,5,MACD金叉，MACD柱体由绿转红,3.5,60.54,58.1,65.4,-0.058,-0.058
2025-10-21,002743,富煌钢构,5,MACD金叉，MACD柱体由绿转红,5.57,79.43,66.96,104.38,-0.153,-0.164
2025-10-21,000607,华媒控股,5,MACD金叉，MACD柱体由绿转红,4.35,77.94,63.74,106.32,-0.101,-0.108
2025-10-21,000639,西王食品,5,MACD金叉，MACD柱体由绿转红,3.14,64.21,56.24,80.13,-0.05,-0.05
2025-10-21,000797,中国武夷,5,MACD金叉，MACD柱体由绿转红,2.91,83.08,72.39,104.47,0.001,-0.007
2025-10-21,000802,北京文化,5,MACD金叉，MACD柱体由绿转红,4.53,58.38,48.74,77.66,-0.123,-0.125
2025-10-21,002457,青龙管业,5,MACD金叉，MACD柱体由绿转红,11.17,36.89,31.64,47.37,-0.152,-0.158
2025-10-21,002482,广田集团,5,MACD金叉，MACD柱体由绿转红,1.87,62.85,52.16,84.24,-0.016,-0.018
2025-10-21,002995,天地在线,5,MACD金叉，MACD柱体由绿转红,17.34,44.51,35.26,63.02,-0.442,-0.446
2025-10-21,003018,金富科技,5,MACD金叉，MACD柱体由绿转红,11.78,70.17,63.63,83.25,-0.127,-0.13
2025-10-21,002399,海普瑞,5,MACD金叉，MACD柱体由绿转红,11.84,47.95,39.23,65.41,-0.278,-0.283
2025-10-21,002301,齐心集团,5,MACD金叉，MACD柱体由绿转红,6.26,54.16,49.58,63.33,-0.167,-0.171
2025-10-21,002657,中科金财,5,MACD金叉，MACD柱体由绿转红,32.25,62.54,55.59,76.43,-1.269,-1.345
2025-10-21,002668,TCL智家,5,MACD金叉，MACD柱体由绿转红,9.72,53.91,43.03,75.67,-0.177,-0.181
2025-10-21,000897,津滨发展,5,MACD金叉，MACD柱体由绿转红,2.38,76.2,64.42,99.75,-0.013,-0.018
2025-10-21,000926,福星股份,5,MACD金叉，MACD柱体由绿转红,2.64,73.38,60.6,98.94,-0.093,-0.093
2025-10-21,000151,中成股份,5,MACD金叉，MACD柱体由绿转红,12.55,43.68,38.0,55.04,-0.179,-0.193
2025-10-21,000409,云鼎科技,5,MACD金叉，MACD柱体由绿转红,11.32,68.14,57.82,88.8,-0.254,-0.266
2025-10-21,000415,渤海租赁,5,MACD金叉，MACD柱体由绿转红,3.63,68.79,52.45,101.45,-0.021,-0.023
2025-10-21,000509,华塑控股,5,MACD金叉，MACD柱体由绿转红,3.45,66.47,49.11,101.18,-0.029,-0.037
2025-10-21,000517,荣安地产,5,MACD金叉，MACD柱体由绿转红,2.17,79.52,68.73,101.11,0.015,0.012
2025-10-22,000012,南  玻Ａ,5,MACD金叉，MACD柱体由绿转红,4.67,33.58,33.96,32.81,-0.023,-0.024
2025-10-22,000030,富奥股份,5,MACD金叉，MACD柱体由绿转红,5.56,42.36,34.19,58.72,-0.071,-0.078
2025-10-22,002588,史丹利,5,MACD金叉，MACD柱体由绿转红,9.56,51.45,38.87,76.62,-0.091,-0.106
2025-10-22,002609,捷顺科技,5,MACD金叉，MACD柱体由绿转红,9.62,33.46,26.76,46.84,-0.247,-0.259
2025-10-22,003038,鑫铂股份,5,MACD金叉，MACD柱体由绿转红,17.94,62.36,42.11,102.86,-0.226,-0.313
2025-10-22,300370,安控科技,5,MACD金叉，MACD柱体由绿转红,3.13,57.24,45.37,80.96,-0.046,-0.057
2025-10-22,300395,菲利华,5,MACD金叉，MACD柱体由绿转红,80.91,58.91,43.36,90.01,-2.484,-3.035
2025-10-22,001205,盛航股份,5,MACD金叉，MACD柱体由绿转红,16.11,82.35,72.08,102.89,-0.078,-0.082
2025-10-22,300460,惠伦晶体,5,MACD金叉，MACD柱体由绿转红,9.42,58.42,46.31,82.64,-0.318,-0.326
2025-10-22,300461,田中精机,5,MACD金叉，MACD柱体由绿转红,19.11,69.25,54.17,99.42,-0.549,-0.594
2025-10-22,300479,神思电子,5,MACD金叉，MACD柱体由绿转红,19.32,41.32,31.11,61.74,-0.52,-0.526
2025-10-22,300681,英搏尔,5,MACD金叉，MACD柱体由绿转红,31.43,57.66,50.3,72.39,0.111,0.069
2025-10-22,300694,蠡湖股份,5,MACD金叉，MACD柱体由绿转红,11.93,58.36,51.59,71.9,-0.35,-0.37
2025-10-22,300721,怡达股份,5,MACD金叉，MACD柱体由绿转红,13.92,48.14,41.38,61.66,-0.177,-0.191
2025-10-22,301051,信濠光电,5,MACD金叉，MACD柱体由绿转红,23.74,66.53,54.65,90.31,-0.425,-0.498
2025-10-22,301055,张小泉,5,MACD金叉，MACD柱体由绿转红,22.85,77.69,67.05,98.97,-0.23,-0.354
2025-10-22,301072,中捷精工,5,MACD金叉，MACD柱体由绿转红,24.87,74.09,65.03,92.2,-0.477,-0.551
2025-10-22,301090,华润材料,5,MACD金叉，MACD柱体由绿转红,7.58,38.91,31.67,53.39,-0.122,-0.127
2025-10-22,300960,通业科技,5,MACD金叉，MACD柱体由绿转红,26.36,63.75,56.67,77.9,-0.76,-0.786
2025-10-22,001373,翔腾新材,5,MACD金叉，MACD柱体由绿转红,30.54,71.82,60.95,93.55,-0.349,-0.391
2025-10-22,300241,瑞丰光电,5,MACD金叉，MACD柱体由绿转红,5.75,57.88,45.27,83.09,-0.08,-0.082
2025-10-22,300243,瑞丰高材,5,MACD金叉，MACD柱体由绿转红,10.87,50.69,45.97,60.12,-0.13,-0.132
2025-10-22,300266,兴源环境,5,MACD金叉，MACD柱体由绿转红,2.65,76.6,66.5,96.79,-0.049,-0.053
2025-10-22,300275,梅安森,5,MACD金叉，MACD柱体由绿转红,12.41,46.55,35.59,68.47,-0.408,-0.415
2025-10-22,300281,金明精机,5,MACD金叉，MACD柱体由绿转红,7.58,71.82,55.45,104.57,-0.121,-0.132
2025-10-22,002771,真视通,5,MACD金叉，MACD柱体由绿转红,15.84,55.59,44.75,77.26,-0.419,-0.432
2025-10-22,002786,银宝山新,5,MACD金叉，MACD柱体由绿转红,9.27,70.53,61.41,88.79,-0.221,-0.229
2025-10-22,300176,鸿特科技,5,MACD金叉，MACD柱体由绿转红,7.38,81.09,70.83,101.62,-0.049,-0.056
2025-10-22,300193,佳士科技,5,MACD金叉，MACD柱体由绿转红,9.04,52.72,42.02,74.13,-0.124,-0.128
2025-10-22,300531,优博讯,5,MACD金叉，MACD柱体由绿转红,18.05,45.53,42.39,51.82,-0.417,-0.418
2025-10-22,300549,优德精密,5,MACD金叉，MACD柱体由绿转红,19.21,56.12,49.16,70.03,-0.295,-0.295
2025-10-22,300556,丝路视觉,5,MACD金叉，MACD柱体由绿转红,19.72,47.85,39.36,64.84,-0.316,-0.322
2025-10-22,000526,学大教育,5,MACD金叉，MACD柱体由绿转红,44.37,39.61,33.7,51.44,-1.195,-1.26
2025-10-22,301132,满坤科技,5,MACD金叉，MACD柱体由绿转红,35.19,67.41,53.93,94.37,-0.83,-0.871
2025-10-22,301138,华研精机,5,MACD金叉，MACD柱体由绿转红,36.76,56.42,43.48,82.28,-0.894,-0.933
2025-10-22,002877,智能自控,5,MACD金叉，MACD柱体由绿转红,8.73,82.15,72.76,100.93,-0.084,-0.089
2025-10-22,002908,德生科技,5,MACD金叉，MACD柱体由绿转红,10.11,68.51,59.65,86.23,-0.257,-0.268
2025-10-22,600340,华夏幸福,5,MACD金叉，MACD柱体由绿转红,2.19,53.1,44.07,71.17,-0.028,-0.029
2025-10-22,301169,零点有数,5,MACD金叉，MACD柱体由绿转红,42.6,64.29,51.58,89.71,-1.129,-1.156
2025-10-22,301170,锡南科技,5,MACD金叉，MACD柱体由绿转红,27.29,54.57,44.35,75.01,-0.299,-0.324
2025-10-22,301193,家联科技,5,MACD金叉，MACD柱体由绿转红,18.85,68.7,60.42,85.26,-0.5,-0.523
2025-10-22,301195,北路智控,5,MACD金叉，MACD柱体由绿转红,34.53,48.58,40.84,64.06,-0.458,-0.505
2025-10-22,301197,工大科雅,5,MACD金叉，MACD柱体由绿转红,20.27,58.46,45.64,84.1,-0.026,-0.042
2025-10-22,301558,三态股份,5,MACD金叉，MACD柱体由绿转红,8.61,46.74,39.19,61.85,-0.162,-0.169
2025-10-22,301567,贝隆精密,5,MACD金叉，MACD柱体由绿转红,40.9,60.69,50.15,81.79,-0.624,-0.631
2025-10-22,301577,美信科技,5,MACD金叉，MACD柱体由绿转红,60.45,43.06,42.79,43.6,-0.361,-0.369
2025-10-22,301626,苏州天脉,5,MACD金叉，MACD柱体由绿转红,127.08,43.74,33.15,64.92,-3.561,-3.574
2025-10-22,300625,三雄极光,5,MACD金叉，MACD柱体由绿转红,12.09,74.03,61.94,98.23,-0.063,-0.078
2025-10-22,300649,杭州园林,5,MACD金叉，MACD柱体由绿转红,16.48,75.29,65.73,94.4,-0.274,-0.293
2025-10-22,300651,金陵体育,5,MACD金叉，MACD柱体由绿转红,22.83,64.38,54.71,83.72,-0.323,-0.331
2025-10-22,300061,旗天科技,5,MACD金叉，MACD柱体由绿转红,11.71,60.6,54.03,73.72,-0.391,-0.399
2025-10-22,300067,安诺其,5,MACD金叉，MACD柱体由绿转红,4.52,37.09,31.27,48.73,-0.188,-0.19
2025-10-22,300779,惠城环保,5,MACD金叉，MACD柱体由绿转红,176.6,66.39,59.01,81.14,-5.13,-5.505
2025-10-22,300288,朗玛信息,5,MACD金叉，MACD柱体由绿转红,13.87,57.46,48.55,75.27,-0.371,-0.379
2025-10-22,300333,兆日科技,5,MACD金叉，MACD柱体由绿转红,12.35,54.81,47.59,69.26,-0.45,-0.466
2025-10-22,300107,建新股份,5,MACD金叉，MACD柱体由绿转红,7.04,43.88,41.32,49.0,-0.18,-0.186
2025-10-22,300130,新国都,5,MACD金叉，MACD柱体由绿转红,26.76,33.99,34.28,33.43,-0.692,-0.705
2025-10-22,300148,天舟文化,5,MACD金叉，MACD柱体由绿转红,4.63,60.56,47.37,86.94,-0.128,-0.131
2025-10-22,300162,雷曼光电,5,MACD金叉，MACD柱体由绿转红,7.42,60.47,48.11,85.19,-0.078,-0.084
2025-10-22,301508,中机认检,5,MACD金叉，MACD柱体由绿转红,31.88,49.15,38.62,70.2,-0.571,-0.601
2025-10-22,301522,上大股份,5,MACD金叉，MACD柱体由绿转红,33.44,49.33,36.93,74.14,-0.738,-0.794
2025-10-22,002094,青岛金王,5,MACD金叉，MACD柱体由绿转红,7.94,45.06,37.96,59.26,-0.181,-0.199
2025-10-22,002097,山河智能,5,MACD金叉，MACD柱体由绿转红,14.64,66.58,51.46,96.83,-0.376,-0.493
2025-10-22,002099,海翔药业,5,MACD金叉，MACD柱体由绿转红,5.83,47.56,39.79,63.09,-0.107,-0.111
2025-10-22,002104,恒宝股份,5,MACD金叉，MACD柱体由绿转红,21.4,59.56,56.63,65.43,-0.846,-0.889
2025-10-22,002117,东港股份,5,MACD金叉，MACD柱体由绿转红,11.31,40.19,32.05,56.49,-0.243,-0.243
2025-10-22,301359,东南电子,5,MACD金叉，MACD柱体由绿转红,20.35,75.09,63.48,98.3,-0.341,-0.367
2025-10-22,301370,国科恒泰,5,MACD金叉，MACD柱体由绿转红,10.7,66.88,61.34,77.95,-0.146,-0.149
2025-10-22,301378,通达海,5,MACD金叉，MACD柱体由绿转红,29.46,47.25,39.7,62.35,-0.651,-0.675
2025-10-22,300858,科拓生物,5,MACD金叉，MACD柱体由绿转红,17.68,33.46,28.8,42.76,-0.472,-0.51
2025-10-22,300866,安克创新,5,MACD金叉，MACD柱体由绿转红,122.14,54.72,42.91,78.34,-3.75,-3.794
2025-10-22,300876,蒙泰高新,5,MACD金叉，MACD柱体由绿转红,31.54,66.49,50.33,98.82,-0.377,-0.536
2025-10-22,000333,美的集团,5,MACD金叉，MACD柱体由绿转红,73.57,78.35,68.73,97.57,-0.296,-0.306
2025-10-22,000410,沈阳机床,5,MACD金叉，MACD柱体由绿转红,7.83,60.12,44.46,91.43,0.068,0.063
2025-10-22,000514,渝 开 发,5,MACD金叉，MACD柱体由绿转红,5.71,72.76,59.95,98.36,-0.021,-0.038
2025-10-22,000521,长虹美菱,5,MACD金叉，MACD柱体由绿转红,7.15,54.26,49.38,64.03,-0.085,-0.09
2025-10-22,002522,浙江众成,5,MACD金叉，MACD柱体由绿转红,4.83,66.92,55.09,90.57,-0.1,-0.109
2025-10-22,301230,泓博医药,5,MACD金叉，MACD柱体由绿转红,33.11,45.76,39.59,58.1,-1.102,-1.113
2025-10-22,301262,海看股份,5,MACD金叉，MACD柱体由绿转红,23.95,50.96,38.29,76.29,-0.489,-0.501
2025-10-22,301279,金道科技,5,MACD金叉，MACD柱体由绿转红,23.2,68.51,60.8,83.93,-0.268,-0.31
2025-10-22,002810,山东赫达,5,MACD金叉，MACD柱体由绿转红,13.52,52.83,38.12,82.26,-0.134,-0.146
2025-10-22,002826,易明医药,5,MACD金叉，MACD柱体由绿转红,19.05,53.84,43.01,75.51,-0.399,-0.429
2025-10-22,002835,同为股份,5,MACD金叉，MACD柱体由绿转红,16.92,53.57,45.2,70.3,-0.366,-0.375
2025-10-22,002841,视源股份,5,MACD金叉，MACD柱体由绿转红,40.96,68.89,49.8,107.08,-0.138,-0.176
2025-10-22,300787,海能实业,5,MACD金叉，MACD柱体由绿转红,13.91,60.1,48.8,82.69,-0.211,-0.236
2025-10-22,300788,中信出版,5,MACD金叉，MACD柱体由绿转红,29.36,56.8,43.17,84.08,-0.663,-0.725
2025-10-22,300795,米奥会展,5,MACD金叉，MACD柱体由绿转红,14.36,48.2,40.87,62.86,-0.354,-0.357
2025-10-22,300796,贝斯美,5,MACD金叉，MACD柱体由绿转红,9.64,30.63,29.82,32.24,-0.238,-0.239
2025-10-22,300812,易天股份,5,MACD金叉，MACD柱体由绿转红,25.87,55.48,39.35,87.74,-0.11,-0.126
2025-10-22,300816,艾可蓝,5,MACD金叉，MACD柱体由绿转红,38.36,75.04,57.87,109.37,-0.214,-0.253
2025-10-22,300822,贝仕达克,5,MACD金叉，MACD柱体由绿转红,16.97,56.9,48.2,74.31,-0.528,-0.531
2025-10-22,300831,派瑞股份,5,MACD金叉，MACD柱体由绿转红,14.13,43.17,38.96,51.6,-0.18,-0.182
2025-10-22,002178,延华智能,5,MACD金叉，MACD柱体由绿转红,6.54,56.98,51.08,68.8,-0.168,-0.172
2025-10-22,002187,广百股份,5,MACD金叉，MACD柱体由绿转红,6.65,77.66,71.09,90.81,-0.064,-0.084
2025-10-22,002209,达 意 隆,5,MACD金叉，MACD柱体由绿转红,14.88,56.15,50.96,66.51,-0.31,-0.312
2025-10-22,002137,实益达,5,MACD金叉，MACD柱体由绿转红,8.94,57.18,35.49,100.55,-0.142,-0.157
2025-10-22,002159,三特索道,5,MACD金叉，MACD柱体由绿转红,15.12,63.69,50.21,90.63,-0.268,-0.269
2025-10-22,002161,远 望 谷,5,MACD金叉，MACD柱体由绿转红,7.92,80.0,70.89,98.23,-0.101,-0.127
2025-10-22,002172,澳洋健康,5,MACD金叉，MACD柱体由绿转红,4.27,77.18,65.76,100.03,-0.024,-0.033
