股票代码,股票名称,买入信号,评分,图表路径
000507,珠海港,"放量上涨: 量比2.70, 涨幅1.81%; 突破20日前高",30,results/000507_珠海港_analysis.png
000676,智度股份,RSI值为30.68，处于低位回升阶段; KDJ低位金叉,30,results/000676_智度股份_analysis.png
000635,英 力 特,"放量上涨: 量比1.96, 涨幅1.62%; 突破20日前高",30,results/000635_英 力 特_analysis.png
002175,东方智造,RSI值为30.26，处于低位回升阶段; KDJ低位金叉,30,results/002175_东方智造_analysis.png
000798,中水渔业,"放量上涨: 量比1.50, 涨幅0.97%; 突破20日前高",30,results/000798_中水渔业_analysis.png
000852,石化机械,"放量上涨: 量比16.44, 涨幅10.01%; 突破20日前高",30,results/000852_石化机械_analysis.png
002400,省广集团,RSI值为45.34，处于低位回升阶段; KDJ低位金叉,30,results/002400_省广集团_analysis.png
002375,亚厦股份,"放量上涨: 量比2.34, 涨幅3.26%; 突破20日前高",30,results/002375_亚厦股份_analysis.png
002333,罗普斯金,"放量上涨: 量比1.59, 涨幅0.89%; 突破20日前高",30,results/002333_罗普斯金_analysis.png
000554,泰山石油,"放量上涨: 量比1.80, 涨幅1.86%; 突破20日前高",30,results/000554_泰山石油_analysis.png
002221,东华能源,RSI值为21.71，股票可能超卖; MACD金叉形成,30,results/002221_东华能源_analysis.png
002212,天融信,RSI值为40.59，处于低位回升阶段; KDJ低位金叉,30,results/002212_天融信_analysis.png
002196,方正电机,RSI值为34.21，处于低位回升阶段; KDJ低位金叉,30,results/002196_方正电机_analysis.png
000560,我爱我家,RSI值为36.67，处于低位回升阶段; KDJ低位金叉,30,results/000560_我爱我家_analysis.png
002264,新 华 都,RSI值为33.81，处于低位回升阶段; KDJ低位金叉,30,results/002264_新 华 都_analysis.png
002283,天润工业,RSI值为36.91，处于低位回升阶段; KDJ低位金叉,30,results/002283_天润工业_analysis.png
002228,合兴包装,"放量上涨: 量比1.71, 涨幅2.01%; 突破20日前高",30,results/002228_合兴包装_analysis.png
002256,兆新股份,RSI值为43.59，处于低位回升阶段; KDJ低位金叉,30,results/002256_兆新股份_analysis.png
002051,中工国际,"放量上涨: 量比7.48, 涨幅3.63%; 突破20日前高",30,results/002051_中工国际_analysis.png
002021,中捷资源,RSI值为44.68，处于低位回升阶段; KDJ低位金叉,30,results/002021_中捷资源_analysis.png
002038,双鹭药业,"放量上涨: 量比1.95, 涨幅4.05%; 突破20日前高",30,results/002038_双鹭药业_analysis.png
002031,巨轮智能,RSI值为34.54，处于低位回升阶段; KDJ低位金叉,30,results/002031_巨轮智能_analysis.png
000100,TCL科技,RSI值为34.09，处于低位回升阶段; KDJ低位金叉,30,results/000100_TCL科技_analysis.png
002072,凯瑞德,RSI值为39.19，处于低位回升阶段; KDJ低位金叉,30,results/002072_凯瑞德_analysis.png
000967,盈峰环境,RSI值为43.70，处于低位回升阶段; KDJ低位金叉,30,results/000967_盈峰环境_analysis.png
001213,中铁特货,"放量上涨: 量比1.61, 涨幅1.18%; 突破20日前高",30,results/001213_中铁特货_analysis.png
