日期,股票代码,股票名称,买入信号总分,触发信号,收盘价,K,D,J,DIF,DEA
2025-10-27,600841,动力新科,5,MACD金叉，MACD柱体由绿转红,6.31,44.08,41.69,48.88,-0.119,-0.126
2025-10-29,002196,方正电机,5,MACD金叉，MACD柱体由绿转红,9.81,69.27,60.33,87.15,-0.062,-0.088
2025-10-30,000670,盈方微,5,MACD金叉，MACD柱体由绿转红,8.37,62.62,60.11,67.63,-0.105,-0.112
2025-10-30,600782,新钢股份,5,MACD金叉，MACD柱体由绿转红,4.24,52.56,39.81,78.06,-0.015,-0.019
2025-10-31,600126,杭钢股份,5,MACD金叉，MACD柱体由绿转红,9.13,69.96,64.02,81.85,-0.16,-0.167
2025-10-31,002264,新 华 都,5,MACD金叉，MACD柱体由绿转红,6.89,55.33,54.48,57.03,-0.096,-0.1
2025-10-31,002283,天润工业,5,MACD金叉，MACD柱体由绿转红,6.38,60.7,59.0,64.11,-0.095,-0.098
2025-10-31,000676,智度股份,5,MACD金叉，MACD柱体由绿转红,9.16,46.66,41.76,56.45,-0.225,-0.231
2025-10-31,002685,华东重机,5,MACD金叉，MACD柱体由绿转红,7.59,60.0,53.41,73.19,-0.199,-0.207
2025-10-31,000959,首钢股份,5,MACD金叉，MACD柱体由绿转红,4.22,66.24,53.43,91.87,-0.014,-0.015
2025-10-31,002455,百川股份,5,MACD金叉，MACD柱体由绿转红,7.15,57.25,51.38,68.98,-0.012,-0.019
2025-10-31,002127,南极电商,5,MACD金叉，MACD柱体由绿转红,3.53,50.32,38.9,73.17,-0.043,-0.048
2025-10-31,000056,皇庭国际,5,MACD金叉，MACD柱体由绿转红,2.31,15.7,16.76,13.58,-0.114,-0.115
2025-10-31,000503,国新健康,5,MACD金叉，MACD柱体由绿转红,9.94,50.25,40.33,70.09,-0.131,-0.139
2025-10-31,600500,中化国际,5,MACD金叉，MACD柱体由绿转红,4.18,57.14,52.2,67.02,-0.034,-0.036
2025-10-31,600538,国发股份,5,MACD金叉，MACD柱体由绿转红,5.75,39.81,34.33,50.77,-0.063,-0.064
2025-10-31,002068,黑猫股份,5,MACD金叉，MACD柱体由绿转红,9.92,51.24,50.41,52.91,-0.299,-0.308
2025-10-31,002617,露笑科技,5,MACD金叉，MACD柱体由绿转红,8.87,72.31,65.59,85.74,-0.104,-0.122
2025-10-27,603366,日出东方,3,KDJ低位反转金叉,9.32,39.86,38.9,41.78,-0.197,-0.214
2025-10-27,920682,球冠电缆,3,KDJ低位反转金叉,9.83,31.44,29.84,34.65,-0.14,-0.148
2025-10-27,603707,健友股份,3,KDJ低位反转金叉,9.93,26.82,20.64,39.18,-0.317,-0.281
2025-10-30,600684,珠江股份,3,KDJ低位反转金叉,5.48,23.05,22.82,23.5,-0.043,0.01
2025-10-30,600966,博汇纸业,3,KDJ低位反转金叉,4.95,23.77,21.63,28.04,-0.028,-0.021
2025-10-31,600208,衢州发展,3,KDJ低位反转金叉,4.32,21.47,17.71,28.99,-0.059,-0.039
2025-10-31,301062,上海艾录,3,KDJ低位反转金叉,8.34,24.76,17.0,40.28,-0.068,-0.03
2025-10-31,002453,华软科技,3,KDJ低位反转金叉,6.63,24.29,22.26,28.36,-0.065,0.016
2025-10-31,002191,劲嘉股份,3,KDJ低位反转金叉,4.44,27.49,27.48,27.52,-0.002,0.019
2025-10-31,600405,动力源,3,KDJ低位反转金叉,5.55,23.89,18.44,34.79,-0.227,-0.238
2025-10-31,002966,苏州银行,3,KDJ低位反转金叉,8.27,21.46,19.27,25.85,-0.008,0.022
2025-10-31,002607,中公教育,3,KDJ低位反转金叉,2.72,34.12,31.56,39.24,-0.053,-0.055
2025-10-22,300289,利德曼,2,短期均线多头确认,8.19,69.51,64.47,79.6,-0.087,-0.158
2025-10-22,300423,昇辉科技,2,短期均线多头确认,8.04,62.26,60.08,66.62,0.189,0.146
2025-10-22,300425,中建环能,2,短期均线多头确认,5.37,84.37,80.0,93.11,-0.005,-0.038
2025-10-23,300334,津膜科技,2,短期均线多头确认,7.51,87.87,85.15,93.3,0.023,-0.036
2025-10-23,300187,永清环保,2,短期均线多头确认,5.3,86.24,84.79,89.15,-0.008,-0.044
2025-10-23,000983,山西焦煤,2,短期均线多头确认,7.6,76.9,75.03,80.64,0.082,0.055
2025-10-23,300749,顶固集创,2,短期均线多头确认,9.53,96.4,93.03,103.14,0.112,0.035
2025-10-23,000637,未知,2,短期均线多头确认,4.68,68.41,76.33,52.58,0.106,0.037
2025-10-24,600986,浙文互联,2,短期均线多头确认,8.93,92.51,85.69,106.14,-0.063,-0.177
2025-10-24,300132,青松股份,2,短期均线多头确认,6.92,80.39,80.63,79.9,0.073,0.004
2025-10-24,300154,瑞凌股份,2,短期均线多头确认,9.08,91.46,85.15,104.08,-0.013,-0.114
2025-10-24,300162,雷曼光电,2,短期均线多头确认,7.63,88.32,76.05,112.88,-0.028,-0.068
2025-10-24,300242,佳云科技,2,短期均线多头确认,4.57,90.28,80.82,109.21,-0.005,-0.064
2025-10-24,300281,金明精机,2,短期均线多头确认,7.75,85.3,77.59,100.73,-0.063,-0.112
2025-10-24,002672,东江环保,2,短期均线多头确认,4.99,62.61,61.95,63.93,0.065,0.019
2025-10-24,600716,未知,2,短期均线多头确认,4.16,82.36,87.77,71.53,0.066,0.016
2025-10-24,300105,未知,2,短期均线多头确认,7.71,79.0,82.95,71.11,0.087,0.023
2025-10-27,600163,中闽能源,2,短期均线多头确认,5.32,67.31,70.78,60.38,0.001,-0.017
2025-10-27,301175,中科环保,2,短期均线多头确认,5.49,84.15,76.74,98.96,0.009,-0.012
2025-10-27,603018,华设集团,2,短期均线多头确认,7.85,86.22,80.94,96.77,-0.028,-0.057
2025-10-27,603335,迪生力,2,短期均线多头确认,5.97,86.93,80.66,99.48,0.084,0.052
2025-10-27,603616,韩建河山,2,短期均线多头确认,5.69,74.64,78.72,66.5,0.015,-0.054
2025-10-27,920021,流金科技,2,短期均线多头确认,6.75,54.75,52.21,59.81,-0.156,-0.2
2025-10-27,920057,百甲科技,2,短期均线多头确认,7.32,54.89,51.92,60.81,-0.122,-0.153
2025-10-27,600579,中化装备,2,短期均线多头确认,8.95,78.93,82.93,70.93,0.03,-0.043
2025-10-27,603759,海天股份,2,短期均线多头确认,9.68,93.84,94.27,92.98,0.315,0.142
2025-10-27,688469,芯联集成,2,短期均线多头确认,6.77,61.99,40.62,104.75,0.195,0.225
2025-10-27,600578,京能电力,2,短期均线多头确认,5.04,88.48,89.61,86.23,0.166,0.097
2025-10-27,603797,联泰环保,2,短期均线多头确认,4.8,83.76,87.62,76.02,0.042,0.009
2025-10-27,000980,众泰汽车,2,短期均线多头确认,4.03,71.09,55.75,101.78,0.187,0.17
2025-10-27,603307,未知,2,短期均线多头确认,46.77,70.98,69.9,73.14,1.617,1.299
2025-10-27,600583,未知,2,短期均线多头确认,5.6,76.42,77.5,74.25,0.041,0.012
2025-10-27,603808,未知,2,短期均线多头确认,8.73,82.4,84.56,78.07,0.169,0.074
2025-10-28,002909,集泰股份,2,短期均线多头确认,6.61,83.19,83.93,81.73,-0.007,-0.04
2025-10-29,600011,华能国际,2,短期均线多头确认,8.26,84.27,81.28,90.24,0.129,0.052
2025-10-30,600191,华资实业,2,短期均线多头确认,8.41,86.64,79.46,100.98,0.014,-0.079
2025-10-30,600642,申能股份,2,短期均线多头确认,8.23,69.0,72.36,62.29,0.076,0.054
2025-10-30,600748,上实发展,2,短期均线多头确认,7.09,46.86,47.33,45.91,0.641,0.6
2025-10-30,600027,华电国际,2,短期均线多头确认,5.53,84.85,82.68,89.21,0.042,0.006
2025-10-30,601117,中国化学,2,短期均线多头确认,7.79,74.4,73.4,76.4,0.03,0.001
2025-10-30,601518,吉林高速,2,短期均线多头确认,3.0,69.83,67.94,73.61,0.038,0.024
2025-10-30,000686,东北证券,2,短期均线多头确认,9.35,75.82,73.69,80.08,0.145,0.072
2025-10-30,002537,海联金汇,2,短期均线多头确认,8.82,62.38,61.63,63.87,-0.168,-0.229
2025-10-30,600930,华电新能,2,短期均线多头确认,6.45,62.87,62.38,63.84,-0.004,-0.015
2025-10-30,600495,晋西车轴,2,短期均线多头确认,5.23,67.36,68.23,65.62,-0.016,-0.039
2025-10-30,600744,华银电力,2,短期均线多头确认,6.84,72.23,54.26,108.17,-0.036,-0.071
2025-10-30,600780,通宝能源,2,短期均线多头确认,6.15,78.7,79.42,77.25,0.058,0.037
2025-10-30,601388,怡球资源,2,短期均线多头确认,3.15,74.92,67.17,90.41,0.07,0.057
2025-10-30,600626,未知,2,短期均线多头确认,5.34,44.62,46.44,40.99,0.23,0.207
2025-10-30,601326,未知,2,短期均线多头确认,3.93,67.48,68.12,66.21,0.105,0.067
2025-10-31,600064,南京高科,2,短期均线多头确认,9.22,75.83,76.13,75.22,0.217,0.171
2025-10-31,600082,海泰发展,2,短期均线多头确认,4.72,75.44,70.92,84.48,0.108,0.092
2025-10-31,600100,同方股份,2,短期均线多头确认,8.72,85.93,75.37,107.06,0.088,0.011
2025-10-31,600110,诺德股份,2,短期均线多头确认,7.08,75.18,76.63,72.28,-0.027,-0.105
2025-10-31,600152,维科技术,2,短期均线多头确认,6.85,72.75,68.92,80.39,-0.019,-0.032
2025-10-31,002314,南山控股,2,短期均线多头确认,3.11,66.91,58.8,83.13,0.029,0.002
2025-10-31,002327,富安娜,2,短期均线多头确认,7.18,41.4,43.0,38.19,-0.008,-0.016
2025-10-31,002355,兴民智通,2,短期均线多头确认,5.85,65.22,66.57,62.52,-0.074,-0.101
2025-10-31,002357,富临运业,2,短期均线多头确认,10.0,60.25,57.77,65.22,-0.127,-0.161
2025-10-31,002363,隆基机械,2,短期均线多头确认,8.46,71.05,73.61,65.94,0.157,0.074
2025-10-31,002375,亚厦股份,2,短期均线多头确认,4.03,44.84,48.86,36.8,0.03,0.022
2025-10-31,002400,省广集团,2,短期均线多头确认,8.48,86.39,79.42,100.33,0.006,-0.039
2025-10-31,002340,格林美,2,短期均线多头确认,8.54,74.45,65.56,92.25,0.197,0.22
2025-10-31,000839,国安股份,2,短期均线多头确认,2.73,64.46,61.79,69.8,-0.024,-0.038
2025-10-31,600207,安彩高科,2,短期均线多头确认,5.74,66.24,61.84,75.04,0.028,0.002
2025-10-31,002111,威海广泰,2,短期均线多头确认,10.23,84.52,80.46,92.64,-0.029,-0.088
2025-10-31,002161,远 望 谷,2,短期均线多头确认,8.0,72.32,73.21,70.55,0.025,-0.037
2025-10-31,002178,延华智能,2,短期均线多头确认,6.77,78.7,75.1,85.89,-0.065,-0.113
2025-10-31,600198,大唐电信,2,短期均线多头确认,8.21,65.49,67.0,62.47,-0.084,-0.137
2025-10-31,600202,哈空调,2,短期均线多头确认,6.17,68.76,72.41,61.45,0.075,0.056
2025-10-31,002354,天娱数科,2,短期均线多头确认,7.0,80.02,73.66,92.73,-0.108,-0.159
2025-10-31,002441,众业达,2,短期均线多头确认,9.83,77.75,79.51,74.21,0.055,0.007
2025-10-31,002489,浙江永强,2,短期均线多头确认,3.89,78.78,70.84,94.65,-0.009,-0.035
2025-10-31,002687,乔治白,2,短期均线多头确认,4.81,89.76,88.22,92.84,0.045,0.023
2025-10-31,002691,冀凯股份,2,短期均线多头确认,8.36,50.54,46.83,57.94,-0.069,-0.111
2025-10-31,000050,深天马Ａ,2,短期均线多头确认,9.82,85.23,79.25,97.19,-0.039,-0.069
2025-10-31,000428,华天酒店,2,短期均线多头确认,3.26,41.16,43.6,36.27,-0.08,-0.096
2025-10-31,000892,欢瑞世纪,2,短期均线多头确认,7.14,91.23,83.71,106.28,0.229,0.156
2025-10-31,000925,众合科技,2,短期均线多头确认,7.85,84.19,81.4,89.76,-0.029,-0.056
2025-10-31,002212,天融信,2,短期均线多头确认,10.38,79.77,79.55,80.2,0.118,0.006
2025-10-31,002012,凯恩股份,2,短期均线多头确认,5.79,82.47,82.77,81.87,0.027,-0.012
2025-10-31,002038,双鹭药业,2,短期均线多头确认,7.53,43.2,47.46,34.69,0.015,-0.015
2025-10-31,002072,凯瑞德,2,短期均线多头确认,7.54,53.32,50.66,58.63,-0.034,-0.05
2025-10-31,001286,陕西能源,2,短期均线多头确认,9.77,75.42,78.21,69.85,0.15,0.083
2025-10-31,000545,金浦钛业,2,短期均线多头确认,2.83,66.49,54.66,90.14,-0.079,-0.106
2025-10-31,000566,海南海药,2,短期均线多头确认,6.12,83.45,73.52,103.31,0.04,-0.015
2025-10-31,002486,嘉麟杰,2,短期均线多头确认,3.03,68.81,71.14,64.16,0.04,0.021
2025-10-31,600354,敦煌种业,2,短期均线多头确认,6.36,47.32,45.43,51.1,-0.013,-0.02
2025-10-31,000100,TCL科技,2,短期均线多头确认,4.36,86.01,78.79,100.44,-0.032,-0.056
2025-10-31,002702,海欣食品,2,短期均线多头确认,4.81,74.33,75.82,71.36,0.102,0.062
2025-10-31,002712,思美传媒,2,短期均线多头确认,5.59,68.64,66.16,73.6,-0.036,-0.067
2025-10-31,002746,仙坛股份,2,短期均线多头确认,6.3,60.06,60.96,58.26,0.024,0.008
2025-10-31,600518,康美药业,2,短期均线多头确认,2.06,47.98,39.54,64.86,-0.005,-0.007
2025-10-31,600556,天下秀,2,短期均线多头确认,6.21,75.38,71.09,83.97,0.159,0.136
2025-10-31,600572,康恩贝,2,短期均线多头确认,4.68,76.78,67.58,95.19,0.027,0.003
2025-10-31,002546,新联电子,2,短期均线多头确认,7.37,81.11,79.52,84.3,0.359,0.249
2025-10-31,002588,史丹利,2,短期均线多头确认,9.75,86.44,83.68,91.95,0.071,-0.0
2025-10-31,000783,长江证券,2,短期均线多头确认,8.97,73.81,73.0,75.41,0.161,0.119
2025-10-31,000800,一汽解放,2,短期均线多头确认,7.18,64.98,57.12,80.7,-0.002,-0.015
2025-10-31,000809,和展能源,2,短期均线多头确认,3.59,68.73,64.09,78.01,0.069,0.036
2025-10-31,002596,海南瑞泽,2,短期均线多头确认,4.3,75.69,62.75,101.57,0.094,0.076
2025-10-31,002728,未知,2,短期均线多头确认,10.99,68.2,68.82,66.97,0.543,0.409
2025-10-31,002136,未知,2,短期均线多头确认,11.7,53.0,54.14,50.71,0.096,0.066
2025-10-31,002083,未知,2,短期均线多头确认,5.99,33.57,34.7,31.29,0.242,0.232
2025-10-31,001217,未知,2,短期均线多头确认,13.35,74.62,77.29,69.28,0.336,0.238
2025-10-31,002603,未知,2,短期均线多头确认,17.88,66.98,66.54,67.86,0.351,0.24
2025-10-31,600515,未知,2,短期均线多头确认,4.93,77.03,70.06,90.97,0.194,0.157
2025-10-31,000011,未知,2,短期均线多头确认,11.22,71.86,67.62,80.34,0.445,0.328
